"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report or Final Turnkey/CALF approval","On Site","Completed"
1333,"SHIP CONSTRUCTION","Limerick","Colbert Terrace, Abbeyfeale",3,"*N/A","","Stage 2 approved Q4-2018, full design/tender being prepared.","","","",""
1334,"SHIP CONSTRUCTION","Limerick","St. Michael's Court, Watergate Flats, ",9,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
1335,"SHIP CONSTRUCTION","Limerick","Ballygrennan Road, Limerick City",2,"*N/A","","","","","","Q4-2017"
1336,"SHIP CONSTRUCTION","Limerick","Ballysimon, Greenhills Road",3,"*N/A","","","","","Q2-2020",""
1337,"SHIP CONSTRUCTION","Limerick","Broadford, Limerick",15,"*N/A","Stage 1 approved Q3-2020, outline design and costs being prepared.","","","","",""
1338,"SHIP CONSTRUCTION","Limerick","Radharc an Ghleanna, Mountcollins",4,"*N/A","Stage 1 approved Q4-2020, outline design and costs being prepared.","","","","",""
1339,"REGENERATION","Limerick","Lord Edward Street, P2: Main Contract",79,"*N/A","","","","","","Q4-2017"
1340,"REGENERATION","Limerick","Lord Edward Street, P2: Main Contract",2,"*N/A","","","","","","Q1-2017"
1341,"REGENERATION","Limerick","Sheep / Athlunkards Street",8,"Túath Housing Association Ltd","","Stage 2 approved Q2-2014, full design/tender being prepared.","","","",""
1342,"REGENERATION","Limerick","Churchfield",19,"*N/A","","","","","","Q1-2018"
1343,"REGENERATION","Limerick","Churchfield",38,"Cluid Housing Association","","","Stage 3 approved Q3-2020, the scheme is now approved to proceed to tender.","","",""
1344,"REGENERATION","Limerick","Cosgrave Park",30,"*N/A","","Stage 2 approved Q1-2015, full design/tender being prepared.","","","",""
1345,"REGENERATION","Limerick","Orchard Site",26,"Oaklee Housing Trust","","Stage 2 approved Q3-2017, full design/tender being prepared.","","","",""
1346,"REGENERATION","Limerick","176 & 177 Cliona Park",2,"*N/A","","","","","","Q2-2016"
1347,"REGENERATION","Limerick","Cliona Park (Phase 2)",10,"*N/A","","","","","","Q2-2017"
1348,"REGENERATION","Limerick","8-10 Gaol Lane",3,"*N/A","","","","","","Q4-2016"
1349,"REGENERATION","Limerick","1 3 Weston Gardens",3,"*N/A","","","","","","Q2-2016"
1350,"REGENERATION","Limerick","2016 Moyross Rebuild",6,"*N/A","","","","","","Q4-2016"
1351,"REGENERATION","Limerick","2016 Southhill Rebuild",8,"*N/A","","","","","","Q4-2016"
1352,"REGENERATION","Limerick","2016 St. Mary's Park Rebuild",9,"*N/A","","","","","","Q4-2016"
1353,"REGENERATION","Limerick","Ballinacurra Weston Vacant Refurbs, Lot 1 & 2**",14,"*N/A","","","","","","Q4-2016"
1354,"REGENERATION","Limerick","St. Mary's Park Infills",15,"*N/A","","","","","","Q4-2018"
1355,"REGENERATION","Limerick","Cliona Park (Phase 3)",18,"Túath Housing Association Ltd","","Stage 2 approved Q3-2016, full design/tender being prepared.","","","",""
1356,"REGENERATION","Limerick","45A-46A Cliona Park",2,"*N/A","","","","","Q2-2020",""
1357,"REGENERATION","Limerick","Dalgaish Park",27,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1358,"REGENERATION","Limerick","2017 St Mary's Park Rebuild",1,"*N/A","","","","","","Q4-2017"
1359,"REGENERATION","Limerick","2017 Ballinacurra Weston Rebuild",1,"*N/A","","","","","","Q4-2017"
1360,"REGENERATION","Limerick","2017 Southill Rebuilds",13,"*N/A","","","","","","Q4-2017"
1361,"REGENERATION","Limerick","2017 Moyross Rebuild",1,"*N/A","","","","","","Q4-2017"
1362,"REGENERATION","Limerick","Churchfield",23,"*N/A","","","","","","Q2-2018"
1363,"REGENERATION","Limerick","St. Mary's Park Infills",4,"*N/A","","","","","","Q1-2019"
1364,"REGENERATION","Limerick","Infill developments at Carew Park and Moyross",38,"Peter McVerry Trust Ltd","","","","Stage 4 approved Q1-2020, the scheme is fully approved.","",""
1365,"REGENERATION","Limerick","2019 Rebuilds (Southill, Moyross, St Mary's Park and Ballinacurra Weston)",8,"*N/A","","","","","","Q4-2019"
1366,"CAS CONSTRUCTION TURNKEY","Limerick","Carebright Community, Ardykeohane, Bruff",6,"Carebright Ltd","","","","","","Q1-2019"
1367,"CAS CONSTRUCTION TURNKEY","Limerick","Barrack Mews, Brennan's Row, Cathedral Place",2,"Arlington Novas Ireland Ltd","","","","","","Q4-2019"
1368,"CAS CONSTRUCTION TURNKEY","Limerick","Barrack Mews, Brennan's Row, Cathedral place",3,"Arlington Novas Ireland Ltd","","","","","","Q1-2020"
1369,"CAS CONSTRUCTION TURNKEY","Limerick","Barrack Mews, Brennan's Row, Cathedral place",1,"Arlington Novas Ireland Ltd","","","","","","Q2-2020"
1370,"CAS CONSTRUCTION","Limerick","Towerfield Crescent, Croom",16,"Croom Voluntary Housing Association Ltd","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
1371,"CAS CONSTRUCTION","Limerick","Cappamore",10,"Cappamore Housing Association Ltd","","","Stage 3 approved Q4-2020, the scheme is now approved to proceed to tender.","","",""
1372,"CAS CONSTRUCTION","Limerick","Speakers Corner, Limerick City",4,"Simon Community : Midwest Simon","","","","","","Q3-2018"
1373,"CAS CONSTRUCTION","Limerick","Cuan Mhuire, Bruree",6,"Cuan Mhuire Teoranta","","","","","","Q3-2018"
1374,"CAS CONSTRUCTION","Limerick","Mirth, Thomondgate",18,"Associated Charities Trust Ltd","","","Stage 3 approved Q3-2020, the scheme is now approved to proceed to tender.","","",""
1375,"CAS CONSTRUCTION","Limerick","Cois na Feile, Abbeyfeale ",12,"Cluid Housing Association","","","","","","Q4-2016"
1376,"CAS CONSTRUCTION","Limerick","2/3 Mallow Street",12,"Peter McVerry Trust Ltd","","Stage 2 approved Q3-2020, full design/tender being prepared.","","","",""
1377,"CAS CONSTRUCTION","Limerick","St. Pauls Convent, Kilfinane",9,"Sophia Housing Association Ltd","","Stage 2 approved Q3-2020, full design/tender being prepared.","","","",""
1378,"CAS CONSTRUCTION","Limerick","McGarry House, 7 Alphonsus Street",8,"Arlington Novas Ireland Ltd","","Stage 2 approved Q4-2020, full design/tender being prepared.","","","",""
1379,"CAS CONSTRUCTION","Limerick","47 & 48 Main Street, Croom, Limerick",4,"Croom Voluntary Housing Association Ltd","","Stage 2 approved Q4-2020, full design/tender being prepared.","","","",""
1380,"CAS CONSTRUCTION","Limerick","58 Henry Street",5,"Simon Community : Midwest Simon","","","Stage 3 approved Q3-2020, the scheme is now approved to proceed to tender.","","",""
1381,"CAS CONSTRUCTION","Limerick","Presentation Convent, Castlefarm, Hospital",8,"Sophia Housing Association Ltd","","Stage 2 approved Q4-2020, full design/tender being prepared.","","","",""
1382,"CALF Turnkey","Limerick","Ballygrennan Close, Moyross, Limerick  (Phase 1)",2,"Respond","","","","","","Q4-2018"
1383,"CALF Turnkey","Limerick","Ballygrennan Close, Moyross, Limerick  (Phase 2)",2,"Respond","","","","","","Q4-2018"
1384,"CALF Turnkey","Limerick","Ballygrennan Close, Moyross, Limerick  (Phase 3)",2,"Respond","","","","","","Q4-2018"
1385,"CALF Turnkey","Limerick","Baunacloka Heights, Mungret Gate, Mungret, Co. Limerick (Phase 1)",46,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2020"
1386,"CALF Turnkey","Limerick","Baunacloka Heights, Mungret Gate, Mungret, Co. Limerick (Phase 2)*",25,"Co - Operative Housing Ireland Society Limited","","","","","Q3-2018",""
1387,"CALF Turnkey","Limerick","Bloodmill Road, Singland, Limerick (Phase 1)*",25,"Co - Operative Housing Ireland Society Limited","","","","","Q2-2020",""
1388,"CALF Turnkey","Limerick","Bloodmill Road, Singland, Limerick (Phase 2)",27,"Co - Operative Housing Ireland Society Limited","","","","","Q2-2020",""
1389,"CALF Turnkey","Limerick","Bloodmill Road, Singland, Limerick (Phase 3)*",35,"Co - Operative Housing Ireland Society Limited","","","","","Q2-2020",""
1390,"CALF Turnkey","Limerick","Bloodmill Road, Singland, Limerick (Phase 4)*",33,"Co - Operative Housing Ireland Society Limited","","","","","Q2-2020",""
1391,"CALF Turnkey","Limerick","Bloodmill Road, Singland, Limerick (Phase 5)",14,"Co - Operative Housing Ireland Society Limited","","","","","Q2-2020",""
1392,"CALF Turnkey","Limerick","Clonmacken, Condell Road, Limerick (Phase 1)*",24,"Co - Operative Housing Ireland Society Limited","","","","","Q3-2020",""
1393,"CALF Turnkey","Limerick","Clonmacken, Condell Road, Limerick (Phase 2)*",23,"Co - Operative Housing Ireland Society Limited","","","","","Q3-2020",""
1394,"CALF Turnkey","Limerick","Clonmacken, Condell Road, Limerick (Phase 3)*",21,"Co - Operative Housing Ireland Society Limited","","","","","Q3-2020",""
1395,"CALF Turnkey","Limerick","Clonmacken, Condell Road, Limerick (Phase 4)*",20,"Co - Operative Housing Ireland Society Limited","","","","","Q3-2020",""
1396,"CALF Turnkey","Limerick","Clonmacken, Condell Road, Limerick (Phase 5)*",22,"Co - Operative Housing Ireland Society Limited","","","","","Q3-2020",""
1397,"CALF Turnkey","Limerick","Cluain Ard, Fedamore, Co Limerick  (Phase 1)",2,"Co - Operative Housing Ireland Society Limited","","","","","","Q1-2018"
1398,"CALF Turnkey","Limerick","Cluain Ard, Fedamore, Co Limerick  (Phase 2)",2,"Co - Operative Housing Ireland Society Limited","","","","","","Q3-2018"
1399,"CALF Turnkey","Limerick","Cois Carraig, Clarina Village, Clarina, Co. Limerick (Phase 1)",18,"Cluid Housing","","","","","","Q4-2020"
1400,"CALF Turnkey","Limerick","Drominbeg, Rhebogue, Limerick (Phase 1)",10,"Co - Operative Housing Ireland Society Limited","","","","Q1-2020","",""
1401,"CALF Turnkey","Limerick","Drominbeg, Rhebogue, Limerick (Phase 2)",10,"Co - Operative Housing Ireland Society Limited","","","","Q1-2020","",""
1402,"CALF Turnkey","Limerick","Dromsally Woods, Cappamore, Co. Limerick (Phase 1)",5,"Focus Housing Association CLG","","","","","Q3-2020",""
1403,"CALF Turnkey","Limerick","Glendale Lawn, Bloodmill Road, Limerick (Phase 1)",4,"Cluid Housing","","","","","Q3-2020",""
1404,"CALF Construction","Limerick","Hyde Road, Limerick City (Phase 1)",20,"Cluid Housing","","","","","","Q1-2018"
1405,"CALF Turnkey","Limerick","Mungret Gate, Baunacloka, Mungret, Limerick (Phase 1)",8,"Cluid Housing","","","","","Q3-2018",""
1406,"CALF Turnkey","Limerick","Mungret Gate, Baunacloka, Mungret, Limerick (Phase 2)*",23,"Cluid Housing","","","","","Q3-2018",""
1407,"CALF Turnkey","Limerick","Revised - Ard Aulin, Mungret, Co Limerick (Phase 1)",7,"Cluid Housing","","","","","","Q2-2017"
1408,"CALF Turnkey","Limerick","Toormore, Main Street, Bruree, Co. Limerick (Phase 1)",16,"Cluid Housing","","","","","Q3-2020",""
1409,"CALF Turnkey","Limerick","Woodfield Manor, Cloonyscrehane, Newcastle West (Phase 1)*",19,"Cluid Housing","","","","Q2-2020","",""
1410,"CALF Turnkey","Limerick","Woodfield Manor, Cloonyscrehane, Newcastle West (Phase 2)",11,"Cluid Housing","","","","Q2-2020","",""
1411,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",14,"*N/A","","","","","","Q4-2017"
1412,"SHIP CONSTRUCTION TURNKEY","Longford","Knock, Lanesborough",4,"*N/A","","","","","","Q3-2018"
1413,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish (Phase 2)",2,"*N/A","","","","","","Q1-2018"
1414,"SHIP CONSTRUCTION TURNKEY","Longford","Ballinamuck",7,"*N/A","","","","","","Q4-2018"
1415,"SHIP CONSTRUCTION TURNKEY","Longford","Ballinamuck (Phase 2)",4,"*N/A","","","","","","Q3-2019"
1416,"SHIP CONSTRUCTION TURNKEY","Longford","Ballinamuck (Phase 3)",6,"*N/A","","","","","","Q4-2019"
1417,"SHIP CONSTRUCTION TURNKEY","Longford","Rock View, Cloondara",5,"*N/A","","","","","","Q4-2018"
1418,"SHIP CONSTRUCTION TURNKEY","Longford","Greville Court, Granard",14,"*N/A","","","","","","Q4-2019"
1419,"SHIP CONSTRUCTION TURNKEY","Longford","Knock, Lanesborough (Phase 2)",29,"*N/A","","","","","","Q4-2018"
1420,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",2,"*N/A","","","","","","Q4-2019"
1421,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard",4,"*N/A","","","","","","Q3-2019"
1422,"SHIP CONSTRUCTION TURNKEY","Longford","Church Street, Edgeworthstown",5,"*N/A","","","","","","Q3-2020"
1423,"SHIP CONSTRUCTION TURNKEY","Longford","Smithfield, Legan",18,"*N/A","","","","","","Q3-2020"
1424,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",4,"*N/A","","","","","","Q4-2019"
1425,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",4,"*N/A","","","","","","Q2-2019"
1426,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard (Phase 4)",6,"*N/A","","","","","","Q4-2019"
1427,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard (Phase 2)",4,"*N/A","","","","","","Q2-2019"
1428,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish (Phase 3)",4,"*N/A","","","","","","Q3-2019"
1429,"SHIP CONSTRUCTION TURNKEY","Longford"," Abhainn Glas, Edgeworthstown",4,"*N/A","","","","","","Q4-2019"
1430,"SHIP CONSTRUCTION TURNKEY","Longford","Caislean Breac, Newtownforbes",2,"*N/A","","","","","","Q4-2019"
1431,"SHIP CONSTRUCTION TURNKEY","Longford","Farnagh Hill, Longford Town, Phase 1",4,"*N/A","","","","","","Q1-2020"
1432,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard(Phase 3)",4,"*N/A","","","","","","Q4-2019"
1433,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",2,"*N/A","","","","","","Q4-2019"
1434,"SHIP CONSTRUCTION TURNKEY","Longford","Farnagh Hill, Longford Town, Phase 2",6,"*N/A","","","","","","Q4-2020"
1435,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard",7,"*N/A","","","","","","Q4-2019"
1436,"SHIP CONSTRUCTION TURNKEY","Longford","Slí Corglass, Legga",9,"*N/A","","","","Stage 4 approved Q4-2020, the scheme is fully approved.","",""
1437,"SHIP CONSTRUCTION TURNKEY","Longford","Radharc Na Muileann, Knock, Lanesborough",2,"*N/A","","","","","","Q4-2019"
1438,"SHIP CONSTRUCTION TURNKEY","Longford","Pearse Drive, Longford Town",1,"*N/A","","","","","","Q4-2019"
1439,"SHIP CONSTRUCTION TURNKEY","Longford","Cartrons, Kenagh",5,"*N/A","","","","","","Q4-2020"
1440,"SHIP CONSTRUCTION TURNKEY","Longford","Farnagh Hill, Longford Town, Phase 3",4,"*N/A","","","","","","Q3-2020"
1441,"SHIP CONSTRUCTION TURNKEY","Longford","Farnagh Hill, Longford Town, Phase 4",8,"*N/A","","","","Stage 4 approved Q4-2020, the scheme is fully approved.","",""
1442,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",1,"*N/A","","","","","","Q4-2020"
1443,"SHIP CONSTRUCTION TURNKEY","Longford","Campbell's Lane, Longford",21,"*N/A","","","","Stage 4 approved Q4-2020, the scheme is fully approved.","",""
1444,"SHIP CONSTRUCTION TURNKEY","Longford","O'Hara Site, Connaught Rd.,Longford",14,"*N/A","","","","Stage 4 approved Q4-2020, the scheme is fully approved.","",""
1445,"SHIP CONSTRUCTION TURNKEY","Longford","Farnagh Hill, Longford",2,"*N/A","","","","","","Q4-2020"
1446,"SHIP CONSTRUCTION","Longford","Rathcline Road, Lanesborough",4,"*N/A","","","","","","Q3-2019"
1447,"SHIP CONSTRUCTION","Longford","Edgeworthstown Road, Ballymahon",4,"*N/A","","","","","","Q1-2018"
1448,"SHIP CONSTRUCTION","Longford","Daroge, Ballymahon",1,"*N/A","","","","","","Q4-2019"
1449,"SHIP CONSTRUCTION","Longford","'Rose Cottage', Ballinalee",6,"*N/A","","","","","Q3-2020",""
1450,"SHIP CONSTRUCTION","Longford","St.Rita's, Park Road, Longford",14,"*N/A","","Stage 2 approved Q1-2020, full design/tender being prepared.","","","",""
1451,"SHIP CONSTRUCTION","Longford","Fairgreen View, Longford Town",1,"*N/A","","","","","Q4-2020",""
1452,"SHIP CONSTRUCTION","Longford","Cranleymore, Abbeylara",3,"*N/A","","","Stage 3 approved Q1-2020, the scheme is now approved to proceed to tender.","","",""
1453,"SHIP CONSTRUCTION","Longford","Cloonahard, Edgeworthstown",1,"*N/A","","","","","Q3-2020",""
1454,"CALF Turnkey","Longford","Cartrun Breac, Lisbrack Rd, Longford (Phase 1)",7,"Cluid Housing","","","","","","Q1-2017"
1455,"CALF Construction","Longford","Colmcille Terrace, Granard, Co. Longford. (Phase 1)",21,"Túath Housing Association","","","","Q2-2018","",""
1456,"SHIP CONSTRUCTION TURNKEY","Louth","Brabazon Hall, Termonfeckin, Drogheda",5,"*N/A","","","","","","Q4-2019"
1457,"SHIP CONSTRUCTION TURNKEY","Louth","Castletown Road, Dundalk ",6,"*N/A","","","","Stage 4 approved Q4-2019, the scheme is fully approved.","",""
1458,"SHIP CONSTRUCTION TURNKEY","Louth","‘Gort Bui’, Ballymakenny Road, Drogheda - Phase 1",13,"*N/A","","","","","","Q4-2020"
1459,"SHIP CONSTRUCTION TURNKEY","Louth","Green Gates Manor, Haynestown, Dundalk, Co. Louth ",44,"*N/A","","","","","","Q2-2020"
1460,"SHIP CONSTRUCTION TURNKEY","Louth","Wadman Park, Haynestown, Dundalk - Phase 1",16,"*N/A","","","","","","Q3-2020"
1461,"SHIP CONSTRUCTION TURNKEY","Louth","‘Gort Bui’, Ballymakenny Road, Drogheda - Phase 2",9,"*N/A","","","","","","Q4-2020"
1462,"SHIP CONSTRUCTION TURNKEY","Louth","‘Gort Bui’, Ballymakenny Road, Drogheda - Phase 3",10,"*N/A","","","","","Q4-2019",""
1463,"SHIP CONSTRUCTION TURNKEY","Louth","‘Gort Bui’, Ballymakenny Road, Drogheda - Phase 4",9,"*N/A","","","","","Q4-2019",""
1464,"SHIP CONSTRUCTION TURNKEY","Louth","‘Gort Bui’, Ballymakenny Road, Drogheda - Phase 5",8,"*N/A","","","","","Q4-2019",""
1465,"SHIP CONSTRUCTION TURNKEY","Louth","Wadman Park, Haynestown, Dundalk - Phase 2",17,"*N/A","","","","","","Q4-2020"
1466,"SHIP CONSTRUCTION TURNKEY","Louth","5 Bridgegate Close, Bridgegate, Ardee",1,"*N/A","","","","","","Q4-2020"
1467,"SHIP CONSTRUCTION TURNKEY","Louth","Termon River, Termonfeckin",2,"*N/A","","","","","","Q4-2020"
1468,"SHIP CONSTRUCTION TURNKEY","Louth","Glyde View, Tallanstown",2,"*N/A","","","","Stage 4 approved Q2-2020, the scheme is fully approved.","",""
1469,"SHIP CONSTRUCTION TURNKEY","Louth","Wadman Park, Haynestown, Dundalk, Co. Louth - Phase 3",29,"*N/A","","","","","","Q4-2020"
1470,"SHIP CONSTRUCTION TURNKEY","Louth","Termon River, Termonfeckin",1,"*N/A","","","","","Q1-2018",""
1471,"SHIP CONSTRUCTION SINGLE STAGE","Louth","55/57 Bothar Brugha, Drogheda",3,"*N/A","","","","","","Q4-2017"
1472,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 2 - Phase 1",4,"*N/A","","","","","","Q1-2018"
1473,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 1",7,"*N/A","","","","","","Q4-2016"
1474,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 1 - Phase 2",5,"*N/A","","","","","","Q2-2017"
1475,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 1 - Phase 3",3,"*N/A","","","","","","Q3-2017"
1476,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 1 - Phase 4",7,"*N/A","","","","","","Q4-2017"
1477,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 1 - Phase 5",1,"*N/A","","","","","","Q3-2018"
1478,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 2 - Phase 2",1,"*N/A","","","","","","Q3-2018"
1479,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 2 - Phase 6",2,"*N/A","","","","","","Q4-2019"
1480,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 3",2,"*N/A","","","","","","Q2-2017"
1481,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 3 - Phase 2",1,"*N/A","","","","","","Q3-2017"
1482,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 3 - Phase 3",4,"*N/A","","","","","","Q4-2017"
1483,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 3 - Phase 7",2,"*N/A","","","","","","Q1-2019"
1484,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 4",1,"*N/A","","","","","","Q3-2018"
1485,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 1 - Phase 6",1,"*N/A","","","","","","Q1-2020"
1486,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 4 - Phase 3",5,"*N/A","","","","","","Q1-2019"
1487,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 3 - Phase 4",1,"*N/A","","","","","","Q2-2018"
1488,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 3 - Phase 5",4,"*N/A","","","","","","Q3-2018"
1489,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 2 - Phase 3",1,"*N/A","","","","","","Q1-2019"
1490,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 2 - Phase 4",1,"*N/A","","","","","","Q4-2018"
1491,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 4 - Phase 2",4,"*N/A","","","","","","Q4-2018"
1492,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 3 - Phase 6",5,"*N/A","","","","","","Q4-2018"
1493,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 4 - Phase 4",1,"*N/A","","","","","","Q4-2018"
1494,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 3 - Phase 8",2,"*N/A","","","","","","Q2-2019"
1495,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 5 - Phase 2",2,"*N/A","","","","","","Q2-2019"
1496,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 5 - Phase 1",1,"*N/A","","","","","","Q1-2019"
